Agent Name,Agent Address,Agent City,FY 21 Net Sales
DONOVAN'S LIQUORS,175 SOUTH BROADWAY,LAWRENCE,"$353,825.00 "
E MARKET,370 BROADWAY,LAWRENCE,"$217,431.00 "
E MARKET,370 BROAWAY,LAWRENCE,"$392,905.25 "
E MARKET 2,265 MERRIMACK ST,LAWRENCE,"$285,517.00 "
EL PILON SUPERMARKET,262 HAMPSHIRE ST,LAWRENCE,"$571,947.00 "
EL RINCON DOMINICANO,773 ESSEX ST,LAWRENCE,"$276,938.00 "
EL RINCON DOMINICANO ALEX,773 ESSEX STREET,LAWRENCE,"$407,222.75 "
ESMY MARKET,110 PARKER ST,LAWRENCE,"$121,426.50 "
FAMA MARKET AND SERVICES,511 BROADWAY ST,LAWRENCE,"$180,891.50 "
GIGANTE MEAT MARKET,139 PARK ST,LAWRENCE,"$117,937.00 "
GIGANTE MEAT MARKET,139 PARK ST,LAWRENCE,"$195,439.00 "
GIGANTE MEAT MARKET II,333 LAWRENCE ST,LAWRENCE,"$203,663.00 "
HAFFNER'S,194 SOUTH BROADWAY,LAWRENCE,"$59,665.00 "
HAMEL PACKAGE STORE,678 HAVERHILL ST,LAWRENCE,"$465,418.00 "
HAYES TAVERN,167 SO UNION STREET,LAWRENCE,"$628,707.00 "
HEWITT'S LIQUORS,109 LAWRENCE ST,LAWRENCE,"$1,869,948.75 "
J & B LOUNGE,151 SO UNION ST,LAWRENCE,"$571,612.75 "
J BRIAN'S PUB & GRILL,615 S UNION ST,LAWRENCE,"$686,839.00 "
JACKIES MARKET,651 BROADWAY,LAWRENCE,"$274,186.25 "
JACQUELINE MINI MARKET,334 LOWELL STREET,LAWRENCE,"$6,493.50 "
JACQUELINE MINIMARKET LLC,334 LOWELL STREET,LAWRENCE,"$340,568.75 "
JACQUELINE SUPERMARKET,199 SALEM ST,LAWRENCE,"$344,672.75 "
JAVIER MARKET,311 E HAVERHILL ST,LAWRENCE,"$416,653.50 "
KELTIC CLUB,233 LAWRENCE ST,LAWRENCE,"$191,158.00 "
LAMARCHE MEAT MKT & REST,155 ARLINGTON ST,LAWRENCE,"$16,048.00 "
LAWRENCE FIREFIGHTERS ASSOC,1 MARKET ST,LAWRENCE,"$689,033.00 "
LAWRENCE FUEL,233 WINTHROP AVE,LAWRENCE,"$521,546.75 "
LAWRENCE LODGE OF ELKS #65,652 ANDOVER ST,LAWRENCE,"$232,359.25 "
LAWRENCE STORE,107 SOUTH UNION STREET,LAWRENCE,"$1,841,533.50 "
LIGHTSHIP BEER,94 SO UNION ST,LAWRENCE,"$507,208.75 "
MARKET BASKET #05,700 ESSEX ST,LAWRENCE,"$390,462.25 "
MC CANN LIQUOR,253 S UNION STREET,LAWRENCE,"$645,855.25 "
MT VERNON CONVENIENCE,58 BEACON STREET,LAWRENCE,"$297,266.75 "
MT VERNON LIQUORS,421 SOUTH BROADWAY,LAWRENCE,"$525,820.50 "
NEWBURY ST SUPERMARKET,169 NEWBURY ST,LAWRENCE,"$176,470.50 "
ONE STOP MARKET,136 ESSEX STREET,LAWRENCE,"$354,964.00 "
PAPI  GROCERY STORE,205 SOUTH UNION STREET,LAWRENCE,"$135,609.00 "
PARK STREET CONVENEINCE,75 PARK STREET,LAWRENCE,"$167,753.50 "
POLISH AMERICAN CITIZENS CLUB,11 TRINITY ST,LAWRENCE,"$444,970.50 "
PORTUGUESE-AMERICAN SALAZAR CL,2 SARATOGA ST,LAWRENCE,"$194,669.25 "
PRIMO'S LIQUORS,450 HAVERHILL ST,LAWRENCE,"$1,307,512.00 "
RICHDALE,53-59 SOUTH BROADWAY,LAWRENCE,"$50,188.25 "
RICHDALE,53-59 SOUTH BROADWAY,LAWRENCE,"$1,310,647.00 "
SAKURA HIBACHI,73 WINTHROP AVE       F,LAWRENCE,"$41,709.25 "
SAM'S FOOD STORE,389 BROADWAY,LAWRENCE,"$998,915.25 "
SANTO DOMINGO LIQUORS,419 HAMPSHIRE ST,LAWRENCE,"$1,065,762.75 "
SMOKE VALLEY CONVENIENCE,205 BROADWAY,LAWRENCE,"$229,980.75 "
SPEEDWAY #2407,500 S UNION ST,LAWRENCE,"$343,089.00 "
SPEEDWAY #2499,615 BROADWAY ST,LAWRENCE,"$490,599.75 "
SUPER LIQUORS,35 S BROADWAY ST,LAWRENCE,"$355,153.50 "
SUPER PETROLEUM,610 S UNION STREET,LAWRENCE,"$336,546.00 "
SWEENEY'S PACKAGE,90 ESSEX ST,LAWRENCE,"$810,510.25 "
THE CLADDAGH PUB,399 CANAL ST,LAWRENCE,"$122,743.00 "
THE GATEWAY PUB,339 MERRIMACK ST,LAWRENCE,"$598,593.00 "
TONYS BEER & WINE,128 NEWBURY STREET,LAWRENCE,"$884,539.00 "
TONY'S CONVENIENCE,191 PARKER ST,LAWRENCE,"$1,014,518.00 "
UNION SUPERMARKET 4,309 PARK ST,LAWRENCE,"$235,423.50 "
UNION SUPERMARKET II,473 HAVERHILL STREET,LAWRENCE,"$183,378.75 "
UNION SUPERMARKET III,304 JACKSON STREET,LAWRENCE,"$293,572.75 "
V & V MARKET,273  S UNION ST,LAWRENCE,"$527,541.50 "
51 PARK,51 PARK STREET,LEE,"$93,614.00 "
ALLTOWN #857,8 5 EAST MASS PIKE,LEE,"$251,769.25 "
ALLTOWN #858,240 WEST RD,LEE,"$223,227.25 "
BANNUN & BOO,55 HOUSATONIC ST,LEE,"$600,888.00 "
BIG Y #37,10 PLEASANT ST,LEE,"$434,450.50 "
BIG Y EXPRESS #98,320 HOUSATONIC ST,LEE,"$631,949.25 "
BUCKY'S TAVERN,25 CONSOLATI WAY,LEE,"$593,400.00 "
CONVENIENCE PLUS #2750,241 MAIN ST,LEE,"$836,473.75 "
CONVENIENCE PLUS #3719,265 HOUSATONIC RD,LEE,"$514,118.75 "
EAST LEE PACKAGE,185 WATER ST,LEE,"$102,856.50 "
LIPTON MART #605,1140 PLEASANT ST,LEE,"$558,461.00 "
LOCKER ROOM SPORT/BAR,232 MAIN ST,LEE,"$277,538.00 "
RITE AID 10071,25 PARK ST,LEE,"$53,112.75 "
ROUTE 102 PACKAGE STORE,35 OLD PLEASANT ST,LEE,"$145,092.75 "
SANDRI 127,15 PARK ST,LEE,"$702,690.25 "
LEEDS PACKAGE STORE,24 HAYDENVILLE RD,LEEDS,"$371,292.50 "
LEEDS SUNOCO,430 N MAIN ST,LEEDS,"$872,983.00 "
BARBERS CROSSING,861 MAIN ST,LEICESTER,"$1,556,071.00 "
CROSSROADS MARKET,1060 MAIN STREET,LEICESTER,"$1,826,375.00 "
CUMBERLAND #0163,10 SO MAIN ST,LEICESTER,"$1,014,651.75 "
CUMBERLAND #6720,1530 MAIN ST,LEICESTER,"$1,489,598.00 "
HILLCREST COUNTRY CLUB,325 PLEASANT STREET,LEICESTER,"$489,601.25 "
LEICESTER COUNTRY CLUB,1430 MAIN ST,LEICESTER,"$38,753.00 "
LEICESTER PACKAGE STORE,869 MAIN ST,LEICESTER,"$447,097.00 "
LEICESTER/SPENCER FOE #4541,850 MAIN STREET,LEICESTER,"$36,484.00 "
LEROUX LIQUORS,1044 MAIN ST,LEICESTER,"$927,259.25 "
LIPTON MART #607,426 PITTSFIELD RD,LENOX,"$655,826.75 "
LOEB'S FOODTOWN INC,42 MAIN ST,LENOX,"$72,390.50 "
MAZCOTS SPORTS BAR,490 PITTSFIELD RD,LENOX,"$240,835.00 "
O'BRIEN'S MARKET,84  MAIN ST,LENOX,"$489,845.75 "
OLDE HERITAGE TAVERN,12 HOUSATONIC ST,LENOX,"$269,142.00 "
PRICE CHOPPER #233,495 PITTSFIELD RD,LENOX,"$847,679.50 "
MOONSHINE'S PACKAGE & VARIETY,521 WALKER ST,LENOXDALE,"$258,301.50 "
TANNERS MARKET,2 CRYSTAL ST,LENOXDALE,"$33,918.00 "
435 BAR AND GRILLE,435 LANCASTER STREET,LEOMINSTER,"$42,068.25 "
435 BAR AND GRILLE,435 LANCASTER ST,LEOMINSTER,"$282,616.75 "
7-ELEVEN 37499,766 CENTRAL ST,LEOMINSTER,"$449,817.75 "
7-ELEVEN 37499,766 CENTRAL ST,LEOMINSTER,"$2,224,865.25 "
7-ELEVEN 40088,701 CENTRAL ST,LEOMINSTER,"$272,785.50 "
A L PRIME ENERGY,527 N. MAIN ST,LEOMINSTER,"$195,537.75 "
APPLE HILL FARM,143 JOSLIN ST,LEOMINSTER,"$13,345.00 "
BJ'S WHOLESALE #58,115 ERDMAN WAY,LEOMINSTER,"$241,777.25 "
BOURBEAU'S MARKET,192 WATER ST,LEOMINSTER,"$1,480,028.00 "
C & M PIZZA,69 CENTRAL ST,LEOMINSTER,"$23,165.25 "
CHRISTOPHER'S PUB,7 PLEASANT ST,LEOMINSTER,"$657,246.00 "
CLASSICS PUB,285 CENTRAL STREET SUITE 115,LEOMINSTER,"$69,000.00 "
CLUB FORTY,1030 CENTRAL ST,LEOMINSTER,"$257,462.50 "
CONWAY PETRO,344 NORTH MAIN STREET,LEOMINSTER,"$466,362.75 "
COUNTRY FARMS,689 NORTH MAIIN ST,LEOMINSTER,"$761,728.00 "
CUMBERLAND # 6761,454 MECHANIC ST,LEOMINSTER,"$1,357,816.50 "
CUMBERLAND #0192,1289 MAIN ST,LEOMINSTER,"$1,673,670.50 "
DANDINI  LIQUORS,1033 CENTRAL ST,LEOMINSTER,"$236,392.00 "
DON'S DINER,65 N MAIN STREET,LEOMINSTER,"$151,203.50 "
DOWNTOWN QUIK MART,46 MECHANICS ST,LEOMINSTER,"$628,267.00 "
EASY CORNER,100 COMMERCIAL RD SPACE # K 91,LEOMINSTER,"$1,638.00 "
EASY CORNER,100 COMMERCIAL RD SPACE # K 91,LEOMINSTER,"$491,561.50 "
FRANCO VETERANS CLUB,300 WATER ST,LEOMINSTER,"$686,848.50 "
FRATERNAL ORDER #477,456 LITCHFIELD ST,LEOMINSTER,"$411,175.75 "
HANNAFORD #8003,118 LANCASTER ST,LEOMINSTER,"$395,334.50 "
HANNAFORD #8012,977 MERRIAM AVE,LEOMINSTER,"$667,793.00 "
HONEY FARMS 3813,202 MERRIAM AVE,LEOMINSTER,"$1,826,141.50 "
HOT SHOTZ,1295 MAIN ST,LEOMINSTER,"$467,614.00 "
JAYZI MART,9 PLEASANT ST,LEOMINSTER,"$2,038,854.50 "
KNIGHTS OF COLUMBUS 406,484 LANCASTER ST,LEOMINSTER,"$306,971.00 "
LEOMINSTER ELKS#1237,134 NORTH MAIN ST,LEOMINSTER,"$169,890.00 "
LEOMINSTER LIQUOR MART,525-531 N MAIN ST,LEOMINSTER,"$164,365.25 "
LEOMINSTER MARKET,8 LANCASTER ST,LEOMINSTER,"$216,159.25 "
LEOMINSTER NEWS INC,6 MERRIAM AVE,LEOMINSTER,"$190,371.50 "
LEOMINSTER SHELL,26 COMMERCIAL RD,LEOMINSTER,"$1,117,267.00 "
MAGIC FUEL,509 MAIN ST,LEOMINSTER,"$219,753.50 "
MARKET BASKET #16,71 SACK BLVD,LEOMINSTER,"$573,263.25 "
MILES AUTOMOTIVE,509 MAIN ST,LEOMINSTER,"$17,779.75 "
MONOOSNOCK C/CLUB,MONOOSNOCK AVE,LEOMINSTER,"$104,274.00 "
MR MIKE'S #306,280 NEW LANCASTER RD,LEOMINSTER,"$992,026.50 "
MR MIKE'S #329,76 MAIN ST,LEOMINSTER,"$472,415.50 "
NEW ENGLAND FARMS,180 CENTRAL ST,LEOMINSTER,"$955,192.00 "
ONE STOP LIQUORS,57 SACK BLVD,LEOMINSTER,"$317,240.50 "
PAISANOS PIZZA,450 LANCASTER ST,LEOMINSTER,"$512,795.50 "
RICHDALE,782 N MAIN ST,LEOMINSTER,"$533,823.75 "
RICHDALE,158 MAIN ST,LEOMINSTER,"$1,087,932.00 "
RUSSELL'S PACKAGE STORE,24 COLUMBIA ST,LEOMINSTER,"$384,601.50 "
SCOREBOARDS SPORTS BAR,137 LANCASTER ST,LEOMINSTER,"$524,785.50 "
SENAY PACKAGE & CONVENIENCE,220 MECHANIC ST,LEOMINSTER,"$456,302.00 "
SHAWS 2476,25 WATER TOWER PLZ,LEOMINSTER,"$317,582.75 "
SHELL #4018,436 LANCASTER ST,LEOMINSTER,"$1,501,946.50 "
SPEEDWAY #2431,700 CENTRAL ST,LEOMINSTER,"$424,538.75 "
SPEEDWAY #2500,482 MAIN ST,LEOMINSTER,"$395,086.50 "
STEVE'S FOOD MART,1027 CENTRAL ST,LEOMINSTER,"$976,549.00 "
T&S PACKAGE STORE,104  LANCASTER ST,LEOMINSTER,"$775,507.75 "
TANG DYNASTY,638 N MAIN ST,LEOMINSTER,"$728,146.00 "
THE COLUMBIA TAVERN,16  CENTRAL ST,LEOMINSTER,"$403,828.00 "
THE GAZBAR SPORTS GRILL,1045 CENTRAL ST,LEOMINSTER,"$793,878.00 "
THE LUXURY BOX,899 CENTRAL STREET,LEOMINSTER,"$190,652.00 "
THE MONUMENT TAP,13 CENTRAL STREET,LEOMINSTER,"$256,485.25 "
TOM'S PACKAGE STORE,752 N MAIN ST,LEOMINSTER,"$471,371.75 "
TURNOUT VARIETY,636 MAIN ST,LEOMINSTER,"$2,311,699.50 "
ULTRAMART CONVENIENCE,193 CENTRAL ST,LEOMINSTER,"$726,674.00 "
UNIFIED PETROLEUM,592 N MAIN ST,LEOMINSTER,"$961,520.00 "
WYMAN'S LIQUORS,15 RAILROAD SQUARE,LEOMINSTER,"$361,009.00 "
WYMAN'S LIQUORS,30 PLEASANT ST,LEOMINSTER,"$573,097.50 "
ALEXANDRIAS,335 WOBURN ST,LEXINGTON,"$2,582,129.00 "
CUMBERLAND #6735,324 MARRETT RD,LEXINGTON,"$601,966.75 "
ENERGY NORTH #2118,690 MARRETT ST,LEXINGTON,"$628,794.00 "
FIVE FORKS SUNOCO,286 LINCOLN ST,LEXINGTON,"$823,366.25 "
LEXINGTON ELKS,959 WALTHAM ST,LEXINGTON,"$210,274.25 "
LEXINGTON MOBIL,277 BEDFORD ST,LEXINGTON,"$319,253.25 "
LEXINGTON SHELL #71,915 WALTHAM ST,LEXINGTON,"$957,518.00 "
MASS CONVENIENCE,93 MASS AVE,LEXINGTON,"$2,401,786.25 "
PETROMART,396 WALTHAM ST,LEXINGTON,"$128,907.50 "
S & S PETROMART,396 WALTHAM ST,LEXINGTON,"$733,760.75 "
STOP & SHOP #491,36 BEDFORD STREET,LEXINGTON,"$679,380.50 "
VINEBROOK BOTTLE,131 MASS AVE,LEXINGTON,"$62,343.00 "
WICKED CONVENIENCE,195 MASS AVE,LEXINGTON,"$148,731.25 "
DONELANS SUPERMARKET,145 LINCOLN RD,LINCOLN,"$187,843.25 "
MILL HOUSE WINE & SPIRITS,670 LINWOOD AVENUE,LINWOOD,"$112,305.75 "
CHIP SHOTS PUB,245 AYER ROAD,LITTLETON,"$671,408.50 "
COMMON CONVENIENCE,5 STEVENS ST,LITTLETON,"$954,205.50 "
DONELANS SUPERMARKET,236 GREAT ROAD,LITTLETON,"$383,922.75 "
ENERGY NORTH #2124,256 AYER RD,LITTLETON,"$364,962.75 "
ENERGY NORTH #2125,25 KING ST,LITTLETON,"$616,590.50 "
GREAT ROAD LIQUORS,320 GREAT ROAD,LITTLETON,"$159,661.50 "
GW ARCHER INC,500 KING ST,LITTLETON,"$623,887.25 "
LITTLETON CONVENIENCE,12 JENNIFER ST,LITTLETON,"$1,665,668.00 "
LITTLETON'S ONE STOP LIQUORS,340 CONSTITUTION AVENUE,LITTLETON,"$106,353.00 "
MARKET BASKET #77,301 CONSTITUTION AVE,LITTLETON,"$439,838.25 "
NOURIA ENERGY #4023,460 KING ST,LITTLETON,"$391,666.00 "
ARMATAS SUPER MARKET,901 SHAKER RD,LONGMEADOW,"$342,014.25 "
BIG Y #13,679 BLISS RD,LONGMEADOW,"$360,110.50 "
BIG Y EXPRESS #93,711 BLISS RD,LONGMEADOW,"$1,118,912.25 "
FOUR SEASONS LIQUOR,793 WILLIAMS ST,LONGMEADOW,"$224,579.50 "
LONGMEADOW PACKAGE STORE,400 LONGMEADOW STREET,LONGMEADOW,"$516,972.50 "
PRIDE STATION & STORE,1730 LONGMEADOW ST,LONGMEADOW,"$2,329,728.25 "
THE BOTTLE SHOP,909 SHAKER RD,LONGMEADOW,"$484,613.25 "
4 M'S VARIETY,271 SCHOOL ST,LOWELL,"$1,870,198.50 "
7 VIDEO & GIFT VARIETY,660 MIDDLESEX ST   11,LOWELL,"$186,203.50 "
7-ELEVEN 11517-D,63 MAMMOTH RD,LOWELL,"$1,040,854.75 "
7-ELEVEN 33097-A,55 CHELMSFORD ST,LOWELL,"$2,050,530.75 "
7-ELEVEN 34407,645 PRINCETOWN BLVD,LOWELL,"$1,370,285.25 "
7-ELEVEN 37342,494 BRIDGE ST,LOWELL,"$1,273,901.75 "
7-ELEVEN 37358,463 CHELMSFORD ST,LOWELL,"$2,494,127.25 "
7-ELEVEN 37464,970 GORHAM,LOWELL,"$2,599,457.00 "
ACRE VILLAGE PUB & GRILL,282 FLETCHER  ST,LOWELL,"$240,629.50 "
ALLTOWN #2718,980 CHELMSFORD ST,LOWELL,"$1,208,214.75 "
ANDY MARKET,66 JEWETT STREET,LOWELL,"$238,002.00 "
ANGELINA TWO,1350 MIDDLESEX ST,LOWELL,"$518,629.50 "
APPLETON LIQUORS,171 APPLETON STREET,LOWELL,"$372,229.25 "
BAYON MARKET,37 BRANCH STREET,LOWELL,"$292,654.25 "
BELVIDERE LIQUOR,36 CONCORD ST,LOWELL,"$304,446.50 "
BP,299 CHELMSFORD ST,LOWELL,"$1,768,257.00 "
BRANCH STREET VARIETY,186 BRANCH ST,LOWELL,"$140,747.00 "
BUCKS BAR & GRILL,165 CHELMSFORD ST,LOWELL,"$294,379.75 "
CAPTAIN JOHN'S,333 WESTFORD ST,LOWELL,"$646,238.25 "
CATCHER'S MITT PUB,726 GORHAM STREET,LOWELL,"$634,202.75 "
CENTRALVILLE S/CLUB,364 WEST SIXTH ST,LOWELL,"$97,260.75 "
CHARLIE'S,14 CABOT ST,LOWELL,"$291,322.75 "
CHUCK'S VARIETY,641 SCHOOL STREET,LOWELL,"$311,180.75 "
CITGO,626 ROGERS STREET,LOWELL,"$424,543.25 "
CLUB LAFAYETTE,465 FLETCHER ST,LOWELL,"$43,759.50 "
COUNTRY FARMS,268 BRANCH STREET,LOWELL,"$542,410.25 "
COUNTRY FARMS,56 AIKEN AVE,LOWELL,"$1,602,111.00 "
COURTHOUSE DELI AND FOOD MART,155 MIDDLESEX STREET,LOWELL,"$21,525.50 "
CRAFTFOOD MALL PROJECT,900 CHELMSFORD STREET,LOWELL,"$252,657.25 "
DISCOUNT VALLEY,121-125 CHURCH ST,LOWELL,"$219,164.00 "
DOLLAR BUY,26 CENTRAL ST,LOWELL,"$169,069.50 "
DOLLAR CENTER,210 CENTRAL STREET,LOWELL,"$114,183.75 "
DOLLAR CENTER,210 CENTRAL STREET,LOWELL,"$137,376.50 "
DRUM HILL GULF,5 DRUM HILL RD,LOWELL,"$1,156,114.75 "
ECONO MART,1280 LAWRENCE ST,LOWELL,"$2,512,279.25 "
EXCEL LIQUORS,613 MERRIMACK STREET,LOWELL,"$866,835.75 "
FRANK & ERNEST,810 CENTRAL ST,LOWELL,"$1,601,929.50 "
GULF EXPRESS,801 LAKEVIEW AVENUE,LOWELL,"$745,569.00 "
HAFFNER'S,186 APPLETON ST,LOWELL,$87.00 
HAFFNER'S,215 DUTTON STREET,LOWELL,$202.00 
HANNAFORD #8327,777 ROGERS ST,LOWELL,"$399,519.50 "
HARRY'S FOOD MART,1460 MIDDLESEX ST,LOWELL,"$2,264,043.25 "
HIGHLAND VARIETY,146 PINE ST,LOWELL,"$270,095.75 "
HIGHLANDS LIQUORS,12 BRIDGE STREET,LOWELL,"$407,072.50 "
HUONG XUAN,63 FLETCHER ST,LOWELL,"$414,243.75 "
INFANTE GROCERY,198 BROADWAY ST,LOWELL,"$48,917.25 "
INFANTE GROCERY II,326 MOODY STREET,LOWELL,"$11,390.00 "
IV SEASON'S RESTAURANT,373 CENTRAL ST,LOWELL,"$437,588.00 "
J & R GROCERY STORE,165 HIGH ST,LOWELL,$106.25 
JAY'S BEER & WINE,168 GORHAM STREET,LOWELL,"$290,100.75 "
JAY'S FOOD STORE,166 GORHAM ST,LOWELL,"$2,330,077.50 "
JERRYS BEER & WINE VARIETY,1172 LAWRENCE ST,LOWELL,"$124,421.50 "
JERRY'S FOOD STORE,207 UNIVERSITY AVENUE,LOWELL,"$772,206.50 "
JJ BOOMER'S OF LOWELL,727 PAWTUCKET BLVD,LOWELL,"$1,364,464.25 "
K PHARMACY,280 WESTFORD ST,LOWELL,"$100,673.50 "
KENNEDY'S BUTTER & EGGS,13 MERRIMACK ST,LOWELL,"$636,553.50 "
KILKENNY PUB,660 ROGERS ST,LOWELL,"$301,189.00 "
KNICKERBOCKER A/A,36 CHAMBERLAIN ST,LOWELL,"$821,822.00 "
KOMPONG THOM MARKET,1300 GORHAM STREET,LOWELL,"$231,045.00 "
L & M LIQUORS,424 CHELMSFORD ST,LOWELL,"$626,034.00 "
L & S LIQUOR,269 BRANCH STREET,LOWELL,"$720,871.25 "
LEMON TREE,220 APPLETON STREET,LOWELL,"$497,273.00 "
LOWELL FOOD MART,624 SCHOOL ST,LOWELL,"$1,070,814.50 "
LOWELL LIQUORS,638 ROGERS ST,LOWELL,"$223,578.50 "
LOWELL LODGE OF ELKS #87,40 OLD FERRY RD,LOWELL,"$85,905.50 "
LOWELL PACKAGE STORE,303 WESTFORD ST,LOWELL,"$112,884.50 "
LOWELL POLISH NATIONAL,10 COBURN ST,LOWELL,"$719,787.00 "
LOWELL QUICK MART,627 CHELMSFORD ST,LOWELL,"$2,680,707.50 "
LOWELL XTRA MART,376 GORHAM ST,LOWELL,"$480,040.50 "
LUCKY MARKET,1300 GORHAM ST,LOWELL,"$2,224,183.25 "
MANNINGS LIQUORS,427 BRIDGE ST,LOWELL,"$605,306.00 "
MARKET BASKET #01,331 FLETCHER ST,LOWELL,"$501,819.75 "
MARKET BASKET #02,1201 BRIDGE ST,LOWELL,"$574,732.25 "
MARKET BASKET #19,11 WOOD ST,LOWELL,"$439,833.50 "
MARKET STREET MARKET,95 MARKET STREET,LOWELL,"$236,680.75 "
MERRIMACK STREET CONV,442 MERRIMACK STREET,LOWELL,"$325,292.25 "
MILL CITY CONVENIENCE,494 WESTFORD ST,LOWELL,"$2,194,485.50 "
NEAK PICH VIDEO,301 WESTFORD ST,LOWELL,"$1,638,216.00 "
NEW BANGKOK MARKET,179 CHELMSFORD STREET,LOWELL,"$321,678.50 "
ON THE RUN MOBIL,785 GORHAM STREET,LOWELL,"$714,629.00 "
ORNELA'S LIQUORS,1088 GORHAM ST - UNIT 1B,LOWELL,"$289,241.00 "
P & D MART,1717 MIDDLESEX STREET #1,LOWELL,"$120,315.50 "
P & S CONVENIENCE,35 WILLIE STREET,LOWELL,"$878,336.75 "
PACE GAS,710 LAKEVIEW AVENUE,LOWELL,"$1,180,662.00 "
PACIFIC LIQUORS,421 CENTRAL STREET,LOWELL,"$435,534.75 "
PARKER ST VARIETY,322 PARKER STREET,LOWELL,"$1,741,243.25 "
PAWTUCKET PHARMACY,65 SCHOOL ST,LOWELL,"$4,766.00 "
PAYLESS FOOD MART,81 READ ST,LOWELL,"$634,886.50 "
PETE'S GULF,185 WOBURN ST,LOWELL,"$1,146,717.25 "
PJ 'S VARIETY,195 E MERRIMACK ST,LOWELL,"$138,047.50 "
PLEASANT SPIRITS,358 MAMMOTH RD,LOWELL,"$448,410.50 "
POWERS WINE CO.,23 WOOD ST,LOWELL,"$1,776,325.75 "
PRATHNA'S CONVENIENCE,408 SUFFOLK ST,LOWELL,"$1,123,761.50 "
QUICK MART,1401 GORHAM ST,LOWELL,"$786,071.00 "
QUICK MART,299  CHELMSFORD STREET,LOWELL,"$806,763.50 "
RAMOS PACKAGE STORE,79 BRANCH ST,LOWELL,"$483,575.00 "
REX LIQUORS,68 MAMMOTH RD,LOWELL,"$225,403.25 "
RICHDALE FOOD SHOP,103 ROGERS ST,LOWELL,"$736,134.50 "
RITE AID 10118,117 CHURCH ST,LOWELL,"$179,305.25 "
RITE AID 10120,276 BROADWAY,LOWELL,"$180,252.25 "
RT 110 MART,137 ANDOVER ST,LOWELL,"$1,179,616.75 "
SILVA'S MINI MARKET,40 PERRY STREET,LOWELL,"$145,938.25 "
SIMON CONVENIENCE,590 ROGERS ST,LOWELL,"$2,776,831.50 "
SPEEDWAY #2468,588 PAWTUCKET ST,LOWELL,"$371,120.75 "
SPEEDWAY #2501,300 MERRIMAC,LOWELL,"$77,112.25 "
SPORTING & ATHLETIC CLUB,525 MARKET ST,LOWELL,"$191,560.50 "
STORE 38,368 FAIRMOUNT ST,LOWELL,"$1,682,532.50 "
T & N,51 BRANCH STREET,LOWELL,"$322,242.00 "
T & N FOOD STORE,51 BRANCH STREET,LOWELL,"$437,987.50 "
THE 99 STORE,180 LIBERTY ST,LOWELL,"$585,338.75 "
THE LIQUOR SHACK,815 LAKEVIEW AVENUE,LOWELL,"$238,734.50 "
THE LIQUOR SHOP,1201  BRIDGE ST #8,LOWELL,"$1,438,617.00 "
THE RIGHT PRICE,459 BROADWAY ST,LOWELL,"$99,987.25 "
THE WINDSOR SHOPPE,583 WESTFORD ST,LOWELL,"$1,469,033.50 "
TLC PACKAGE STORE,277 SCHOOL ST,LOWELL,"$446,626.00 "
TONY'S CONVENIENCE,349 WESTFORD ST,LOWELL,"$1,699,710.50 "
TOWER NEWSTAND,101 GORHAM ST,LOWELL,"$908,237.25 "
TURCOTTES LIQUORS,412 LAWRENCE ST,LOWELL,"$664,326.00 "
UNIVERSITY CONVENIENCE,102 UNIVERSITY AVE,LOWELL,"$136,646.50 "
VARNUM MARKET,863 VARNUM AVE,LOWELL,"$2,802,090.00 "
VILLAGE VARIETY,1301 PAWTUCKET BLVD,LOWELL,"$708,210.50 "
WORTHEN HOUSE CAFE,141 WORTHEN ST,LOWELL,"$384,880.25 "
YIM'S VARIETY,742 BROADWAY ST,LOWELL,"$591,220.00 "
ALLTOWN #852,55 9 EAST MASS PIKE,LUDLOW,"$390,243.75 "
ALLTOWN #853,66 7 WEST MASS PIKE,LUDLOW,"$342,665.75 "
BASICS MINI MART,192 EAST STREET,LUDLOW,"$298,786.25 "
BIG Y #19,425 CENTER ST,LUDLOW,"$866,832.75 "
BROOKSIDE CAFE,6 FULLER ST,LUDLOW,"$589,402.75 "
CHAPIN EAST VARIETY,830 EAST ST,LUDLOW,"$885,318.50 "
COME E CALA-TE,191 STATE ST,LUDLOW,"$247,144.25 "
CONVENIENCE PLUS #2752,341 WEST ST,LUDLOW,"$318,442.25 "
CONVENIENCE PLUS #3723,227 CENTER  ST,LUDLOW,"$425,487.50 "
CUMBERLAND #0139,105 WEST ST,LUDLOW,"$1,007,458.50 "
CUMBERLAND #0200,463 CENTER ST,LUDLOW,"$825,275.50 "
CUMBERLAND #0213,320 EAST ST,LUDLOW,"$937,866.00 "
EASY SHOP,546A CENTER ST,LUDLOW,"$625,988.00 "
EL CID LOUNGE,1002 EAST ST,LUDLOW,"$478,809.50 "
FOUR SEASONS WINE,328 EAST ST,LUDLOW,"$258,719.50 "
GREMIO LUSITANO CLUB,385 WINSOR ST,LUDLOW,"$439,119.00 "
JOHN'S CORNER,204 1/2 SEWALL ST,LUDLOW,"$591,039.50 "
LUDLOW ELKS LODGE,69 CHAPIN ST,LUDLOW,"$176,255.00 "
LUDLOW FISH & GAME,SPORTSMEN RD,LUDLOW,"$334,628.00 "
LUDLOW MOBIL,341 WEST ST,LUDLOW,"$413,443.75 "
LUDLOW SHELL,227 CENTER ST,LUDLOW,"$523,481.25 "
