Agent Name,Agent Address,Agent City,FY 17 Net Sales
SUNOCO #477,500 MONTGOMERY ST,CHICOPEE,"$543,511.50"
ATLAS PUB,300 CAREW ST,CHICOPEE,"$546,641.25"
JOCKOS PLACE,535 EAST ST,CHICOPEE,"$547,961.00"
KWIK FOOD MART,447 SPRINGFIELD ST,CHICOPEE,"$560,487.50"
SAMS CONVENIENCE STORE,147 BROADWAY ST,CHICOPEE,"$579,999.00"
SAMS FOOD STORE,810 MEADOW ST,CHICOPEE,"$611,174.00"
STOP N GO,643 PROSPECT ST,CHICOPEE,"$613,195.50"
WHITE EAGLE WINE & LIQUORS,620 FULLER RD,CHICOPEE,"$614,773.75"
EXPRESS MART #107,95 WEST STREET,CHICOPEE,"$622,217.00"
UNION MART,457 GRANBY ROAD,CHICOPEE,"$666,658.00"
TIGER ATHLETIC CLUB,14 MONTGOMERY ST,CHICOPEE,"$680,118.25"
MIKE'S VARIETY,335 DALE ST,CHICOPEE,"$695,624.25"
QUICK PICK CONVENIENCE,452 CHICOPEE ST,CHICOPEE,"$703,919.00"
KNIGHTS OF COLUMBUS,460 GRANBY RD,CHICOPEE,"$707,805.75"
TWINS VARIETY,112 DUCHARME AVE,CHICOPEE,"$746,613.75"
NOURIA #4049,500 MONTGOMERY ST,CHICOPEE,"$830,544.00"
BIG Y #52,650 MEMORIAL DRIVE,CHICOPEE,"$844,075.75"
RED FEZ,70 EXCHANGE ST,CHICOPEE,"$866,225.25"
CUMBERLAND #0156,37 MONTCALM AVE,CHICOPEE,"$880,056.00"
NOURIA #4050,2012 MEMORIAL DR,CHICOPEE,"$963,766.00"
CAVALIER RESTAURANT,366 CHICOPEE STREET,CHICOPEE,"$1,003,994.25"
HIGHLAND FARM,466 CHICOPEE ST,CHICOPEE,"$1,029,546.50"
CHICOPEE CONVENIENCE MART,201 EXCHANGE ST,CHICOPEE,"$1,046,099.00"
PRIDE STATION & STORE,363 BURNETT ROAD,CHICOPEE,"$1,065,272.75"
WYMAN PETROLEUM,451 GRATTAN ST,CHICOPEE,"$1,126,416.00"
BASICS PLUS MINI,190 EAST ST,CHICOPEE,"$1,192,401.50"
HONEYLAND FARMS,206 NEWBURY ST,CHICOPEE,"$1,258,956.75"
JEFFREY'S CORNER,1206 GRANBY RD,CHICOPEE,"$1,461,184.75"
CUMBERLAND #0195,1061 MEMORIAL DRIVE,CHICOPEE,"$1,484,831.50"
STOP & SHOP #036,672 MEMORIAL DRIVE,CHICOPEE,"$1,517,289.75"
COPPER LINE EATERY,409 BROADWAY ST,CHICOPEE,"$1,545,370.50"
WESTOVER SUPERMART,1782 WESTOVER RD,CHICOPEE,"$1,630,252.50"
PRIDE STATION & STORE,167 CHICOPEE ST,CHICOPEE,"$1,920,174.00"
PRIDE STATION & STORE,27 MONTGOMERY ST,CHICOPEE,"$2,192,383.00"
NEW CORNER VARIETY,1175 GRATTAN ST,CHICOPEE,"$2,242,610.00"
CORNER STORE,444 FRONT ST,CHICOPEE,"$2,304,733.75"
NEW CORNER VARIETY II,1875 MEMORIAL DR,CHICOPEE,"$3,827,163.25"
COUNTRY TRADING POST,771 BURNETT RD,CHICOPEE,"$4,027,920.00"
GOLDEN EAGLE REST,1935 MOHAWK TRAIL,CLARKSBURG,"$40,161.00"
PAPACALO'S VARIETY,220 HIGH ST,CLINTON,$600.00
BROTHERS BEER & WINE,1044 MAIN STREET,CLINTON,"$12,633.75"
TEE'S LIBERTY TAVERN,301 HIGH STREET,CLINTON,"$13,692.50"
SONNY'S LIQUORS,271 HIGH STREET,CLINTON,"$59,064.00"
BURDITT HILL MARKET,363 MAIN ST,CLINTON,"$79,245.50"
MECHANIC ST GETTY,185 MECHANIC ST,CLINTON,"$90,132.25"
RITE AID 10084,1031 MAIN STREET,CLINTON,"$93,522.50"
SPRUCE STREET TAVERN,68 SPRUCE ST,CLINTON,"$102,405.00"
POLISH AMERICAN VETERANS,292 GREEN ST,CLINTON,"$103,084.00"
SCOOBY'S,675 MAIN ST,CLINTON,"$172,348.50"
MAIN STREET GETTY,564 MAIN ST,CLINTON,"$173,473.75"
SONNY'S LIQUORS,271 HIGH ST,CLINTON,"$191,517.25"
CLINTON TURN VEREIN,60 BRANCH STREET,CLINTON,"$202,767.25"
CLINTON ELKS #1306,128 SCHOOL ST,CLINTON,"$222,042.00"
RINGSIDE CAFE,2 WATER ST,CLINTON,"$256,389.50"
SIMPLE MAN SALOON,119 HIGH ST,CLINTON,"$263,160.75"
LIBERTY TAVERN,301 HIGH ST,CLINTON,"$265,552.50"
PAM'S PLACE,382 WATER ST,CLINTON,"$277,286.00"
SAM'S QUICK STOP,175 STERLING ST,CLINTON,"$300,990.25"
CLINTON GOURMET RESTAURANT,1075 MAIN STREET,CLINTON,"$310,738.50"
HANNAFORD #8013,333 BROOK ST,CLINTON,"$368,775.00"
WACHUSETT LIQUORS,671 MAIN ST,CLINTON,"$403,584.25"
SHAWS 674,1175 MAIN ST,CLINTON,"$407,001.75"
CRYSTAL CAFE,343 MAIN ST,CLINTON,"$484,405.50"
BREAK-AWAY BILLIARDS,104 STERLING STREET,CLINTON,"$632,558.50"
ALI'S QUICK MART,203 BROOK ST,CLINTON,"$811,142.50"
CUMBERLAND #0221,2 CAMERON ST,CLINTON,"$926,182.75"
PAPACALOS VARIETY,220 HIGH STREET,CLINTON,"$1,230,017.75"
APPLE COUNTRY MARKET,159 MECHANIC ST,CLINTON,"$2,180,117.50"
NEXT DOOR MARKET,1183 MAIN ST,CLINTON,"$2,246,507.50"
NEW MART VARIETY,69 STERLING ST,CLINTON,"$2,752,514.00"
GLOBAL MONTELLO 2749,190 KING ST,COHASSET,"$59,184.25"
MARYLOU'S NEWS,130 KING ST,COHASSET,"$64,542.75"
COHASSET MOBIL,190 KING ST,COHASSET,"$170,240.75"
TEDESCHI  #344,52 S MAIN ST,COHASSET,"$191,883.00"
CURTIS LIQUORS,780 JUST CUSH HWY3A,COHASSET,"$274,502.00"
7-ELEVEN 37469,52 S MAIN ST,COHASSET,"$312,554.50"
SHAWS 2445,739 CHIEF JUSTICE HY,COHASSET,"$395,906.25"
STOP & SHOP #482,400 C J CUSHING HWY,COHASSET,"$563,657.75"
FIORI'S GULF,740 CHF JUST CUSHING,COHASSET,"$677,006.50"
CATAMOUNT COUNTRY STORE,113 MAIN ROAD,COLRAIN,"$80,053.25"
RITE AID 10100,71 LOWELL ROAD,CONCORD,"$24,613.50"
WEST CONCORD WINE &  SPIRITS,1216 MAIN ST,CONCORD,"$49,846.25"
WALDEN LIQUORS,18 R WALDEN ST,CONCORD,"$61,264.00"
CROSBY'S MARKETPLACE,211 SUDBURY RD,CONCORD,"$113,929.75"
CONCORD CONVENIENCE,105-107 LOWELL ROAD,CONCORD,"$175,409.50"
ALLTOWN #2721,22 CONCORD TURNPIKE,CONCORD,"$326,064.00"
CUMBERLAND #3496,120 THOREAU ST,CONCORD,"$397,272.25"
CONCORD ROTARY GULF,503 COMMONWEALTH AVE,CONCORD,"$402,996.25"
CONCORD SUNOCO,1089 CONCORD TURNPIKE,CONCORD,"$632,628.50"
7-ELEVEN 34388-A,1224 MAIN ST,CONCORD,"$982,681.50"
NINE ACRE FARM,1637 SUDBURY RD,CONCORD,"$1,231,179.75"
BAKER'S COUNTRY STORE,101 RIVER STREET,CONWAY,"$26,650.00"
KETTLE HO,12 SCHOOL  ST,COTUIT,"$263,587.00"
SAM'S FOOD,4738 FALMOUTH RD,COTUIT,"$303,931.00"
PEPPER'S PANTRY,4120 ROUTE 28,COTUIT,"$514,524.00"
DALTON AMERICAN LEGION POST,258 NORTH STREET,DALTON,"$31,838.00"
KELLYS PACKAGE STORE,653 MAIN ST,DALTON,"$190,657.00"
VFW POST #9566,366 EAST HOUSATONIC ST,DALTON,"$214,451.50"
L & M VARIETY,200 NORTH STREET,DALTON,"$619,574.25"
COUNTRY CORNER,19 HINSDALE RD,DALTON,"$703,901.25"
SAV-MORE CITGO,650 MAIN STREET,DALTON,"$740,470.00"
CUMBERLAND #6658,707 MAIN ST,DALTON,"$776,908.25"
GREENRIDGE VARIETY & CONV,1086 SOUTH STREET,DALTON,"$1,070,295.75"
WATERFRONT WINE & SPIRITS,128 WATER STREET,DANVERS,"$11,389.50"
NIK'S GIOVANNIS,1 NICHOLS ST,DANVERS,"$12,251.00"
JACK'S LIBERTY ST MARKET,100 LIBERTY STREET,DANVERS,"$20,978.00"
GIBBS OIL CO #1092,100 MAPLE ST,DANVERS,"$36,820.50"
BREAKAWAY,221 NEWBURY STREET,DANVERS,"$56,446.50"
TOTAL TOBACCO & MORE,85-87 ANDOVER ST           1C,DANVERS,"$103,224.25"
RICHLAND CONVENIENCE STORE,5 WENHAM STREET,DANVERS,"$129,000.75"
A L PRIME ENERGY,89 HOLTEN ST,DANVERS,"$143,436.25"
SAM & JOE'S RESTUARANT,30 WATER ST,DANVERS,"$167,847.00"
MERCHANTS LIQUOR MART,88 HIGH ST,DANVERS,"$187,769.25"
ELM CLUB,35 ELM STREET,DANVERS,"$191,054.25"
KAPPY'S LIQUORS,158 ANDOVER ST,DANVERS,"$191,829.00"
CHUCKS RESTAURANT,68 MAPLE ST,DANVERS,"$211,882.50"
WHITE HEN 1-0601-1,110 NEWBURY ST,DANVERS,"$217,946.25"
ROUTE 114 SUNOCO,140 ANDOVER ST,DANVERS,"$220,424.50"
CALITRIS ITALIAN CUSINE,126 NEWBURY ST,DANVERS,"$252,343.50"
BJ'S WHOLESALE #30,6 HUTCHINSON DR,DANVERS,"$259,455.00"
ENDICOTT LIQUORS INC,139 ENDICOTT ST,DANVERS,"$272,567.75"
SUN CONVENIENCE,100 INDEPENDENCE WAY,DANVERS,"$303,829.75"
MCKINNONS BUTCHER SHOP,73 HOLTEN ST,DANVERS,"$307,941.25"
NOURIA #4040,79 HIGH ST,DANVERS,"$472,958.00"
LIBERTY TREE SHELL,149 ENDICOTT ST,DANVERS,"$507,213.25"
POLISH RUS/LITH CLUB,12 CHEEVERS  ST,DANVERS,"$528,331.25"
CUMBERLAND  #6757,76 NEWBURY ST,DANVERS,"$573,635.25"
NEW BRIDGE VARIETY,9 BRIDGE ST,DANVERS,"$667,393.00"
MARKET BASKET #23,139 ENDICOTT ST,DANVERS,"$716,541.25"
DANVERS MOBIL,431 NEWBURY ST,DANVERS,"$762,694.25"
LIBERTY NEWS,100 INDEPENDENCE WAY,DANVERS,"$815,572.00"
OSBORN TAVERN,49 MAPLE ST,DANVERS,"$972,300.25"
ONION TOWN GRILL,175 WATER ST,DANVERS,"$1,015,705.00"
STOP & SHOP #093,301 NEWBURY ST,DANVERS,"$1,194,743.75"
DANVERS GULF,435 NEWBURY ST,DANVERS,"$1,198,110.00"
SUPINO'S RESTAURANT,465 MAPLE ST.,DANVERS,"$1,368,511.50"
HIGHLAND VARIETY,3 COLLINS ST,DANVERS,"$1,382,837.75"
CORNER STORE,1 HOBART ST,DANVERS,"$1,895,565.25"
COUNTRY FARM,79 MAPLE STREET,DANVERS,"$1,907,177.00"
GULF EXPRESS,160 ANDOVER STREET,DANVERS,"$1,925,559.50"
VILLAGE FOOD SHOP,37 HIGH ST,DANVERS,"$3,395,050.50"
DANVERS EXXON MART,100 HIGH ST,DANVERS,"$3,519,465.50"
TOWN DONUT SHOP,864 STATE RD,DARTMOUTH,"$43,864.00"
DARTMOUTH WASABI,747 STATE RD,DARTMOUTH,"$55,799.50"
DARTMOUTH MEM P-9059,144 CROSS RDS,DARTMOUTH,"$124,504.50"
MILLERS HOMEPORT,24 COVE RD,DARTMOUTH,"$150,335.00"
LIZZIES LIQUORS,839 STATE RD,DARTMOUTH,"$213,044.75"
TIME OUT SPORTS BAR,6 SHERIDAN ST,DARTMOUTH,"$253,079.00"
ACME LIQUORS,722 DARTMOUTH ST,DARTMOUTH,"$260,946.25"
CARDOZA'S LIQUORS & SPIRITS,154 FAUNCE CORNER RD,DARTMOUTH,"$302,311.75"
DARTMOUTH CONV,313 STATE RD,DARTMOUTH,"$388,886.75"
TOWN LIQUOR,511 STATE RD,DARTMOUTH,"$396,111.25"
BUSTERS SPORTS BAR & GRILL,227 STATE RD,DARTMOUTH,"$484,704.25"
BLISS EXPRESS,627 DARTMOUTH ST,DARTMOUTH,"$535,115.50"
SMITH MILLS MOBIL,285 STATE RD,DARTMOUTH,"$621,039.75"
FAUNCE CORNER MOBIL,155 FAUNCE CORNER RD,DARTMOUTH,"$692,367.00"
STOP & SHOP #493,25 FAUNCE CORNER RD,DARTMOUTH,"$768,250.00"
PICK N PAY FOOD MART,727 DARTMOUTH ST,DARTMOUTH,"$800,043.25"
CUMBERLAND #2324,540 DARTMOUTH ST,DARTMOUTH,"$945,973.25"
SHAWS 619,15 STATE RD,DARTMOUTH,"$976,767.75"
CUMBERLAND #2301,122 STATE RD,DARTMOUTH,"$1,221,918.50"
GOOD NEWS,96 NORTH DARTMOUTH MALL,DARTMOUTH,"$1,307,388.00"
DARTMOUTH MARKET,610 DARTMOUTH ST,DARTMOUTH,"$1,404,511.25"
THE AULD SOD PUB,274 WASHINGTON STREET,DEDHAM,"$1,941.00"
THE AULD SOD PUB,274 WASHINGTON ST,DEDHAM,"$31,398.25"
GILBERT'S WINE & SPIRITS,290 WASHINGTON ST,DEDHAM,"$122,122.75"
SPEEDWAY #2458,373 BRIDGE ST,DEDHAM,"$159,225.25"
SUPER PETROLEUM,405 PROVIDENCE HWY,DEDHAM,"$173,541.00"
OAKDALE PIZZA & COFFEE,2 SANDERSON AVENUE,DEDHAM,"$225,529.75"
THE VILLAGE MANOR,427 SPRAGUE STREET,DEDHAM,"$250,350.25"
LOYAL ORDER OF MOOSE,79 LOWER EAST ST,DEDHAM,"$262,314.75"
HALFWAY CAFE,174 WASHINGTON ST,DEDHAM,"$279,997.50"
AMER LEGION POST 18,155 EASTERN AVE,DEDHAM,"$288,474.00"
AMES ST AUTO REPAIR,19 AMES ST,DEDHAM,"$320,832.75"
PLAZA LIQUOR MART,761 BOSTON PROVIDENCE HWY,DEDHAM,"$345,977.00"
BJ'S WHOLESALE #101,688 PROVIDENCE HWY,DEDHAM,"$408,157.00"
TEDESCHI  #391,77 CEDAR STREET,DEDHAM,"$410,489.25"
STAR MKT 426,795 PROVIDENCE HWY,DEDHAM,"$628,294.50"
ANTHONY'S WINE/SPIRITS,258 BUSSEY ST,DEDHAM,"$648,697.50"
VFW  POST #2017,84 EASTERN AVE,DEDHAM,"$709,160.00"
MIDWAY RESTAURANT,269 WASHINGTON ST,DEDHAM,"$714,738.75"
TERRI'S MARKET,12 LOUISE RD,DEDHAM,"$723,258.00"
GULF EXPRESS,2 WASHINGTON ST,DEDHAM,"$817,395.25"
7-ELEVEN 34499-I,22 BRIDGE ST,DEDHAM,"$834,340.50"
4 CORNERS CITGO,197 MILTON STREET,DEDHAM,"$1,028,933.25"
GULF SERVICE CENTER,511 PROVIDENCE HWY,DEDHAM,"$1,119,205.75"
STOP & SHOP #416,160 PROVIDENCE HWY,DEDHAM,"$1,206,186.25"
TAHITI RESTAURANT,22 MAH WAY,DEDHAM,"$1,228,070.00"
7-ELEVEN 37488,77 CEDAR ST,DEDHAM,"$1,576,220.00"
ENDICOTT VARIETY,878 EAST ST,DEDHAM,"$2,408,090.50"
DEDHAM CONVENIENCE,69 CEDAR ST,DEDHAM,"$2,788,673.50"
MIMI'S II NEWS,7 EASTERN AVE,DEDHAM,"$3,001,258.75"
PAM'S MARKET,366 BRIDGE ST,DEDHAM,"$3,670,425.75"
DEERFIELD RIVER LIQUORS,729 GREENFIELD STREET,DEERFIELD,"$292,091.75"
DEERFIELD CONVENIENCE STR,513 GREENFIELD RD,DEERFIELD,"$390,155.25"
DUNE DOG'S PAR & GRILL,50 GOLF ROAD,DENNIS,"$10,483.00"
CAPE COD FARM,773 MAIN STREET,DENNIS,"$26,034.75"
NORTHSIDE LIQUORS,1381 RT 134,DENNIS,"$92,546.50"
SEVEN G'S,538 MAIN ST,DENNIS,"$329,183.75"
DENNIS PUBLIC MARKET,653 MAIN ST,DENNIS,"$405,420.25"
7-ELEVEN 37417,1590 MAIN ST RT 6A,DENNIS,"$418,476.50"
CAPE COD FARMS,773 MAIN STREET RT 6A,DENNIS,"$439,942.75"
7-ELEVEN 37417,1590 MAIN ST- RT 6A,DENNIS,"$571,026.50"
RITE AID 10191,711 ROUTE 28,DENNISPORT,"$21,372.75"
RUM RUNNERS BAR&GRILL,243 LOWER COUNTY RD,DENNISPORT,"$57,655.00"
LA SCALA RESTAURANTE,106 DEPOT ST,DENNISPORT,"$146,606.50"
ONE STOP,168 LOWER COUNTY RD,DENNISPORT,"$164,315.75"
THE SAILING COW CAFE,170 OLD WHARF RD,DENNISPORT,"$167,584.00"
A J LUKES,444 MAIN ST RTE 28,DENNISPORT,"$188,059.00"
MARINE LIQUORS,697 MAIN STREET,DENNISPORT,"$298,019.75"
SPEEDWAY #2436,505 MAIN ST,DENNISPORT,"$1,187,346.25"
RAPID REFILL #125,4 ANDREWS PARKWAY,DEVENS,"$760,370.00"
VALUE GAS,1866 COUNTY ST,DIGHTON,"$43,667.50"
VALUE GAS,1866 COUNTY ST,DIGHTON,"$329,769.25"
ALMEIDAS COUNTRY STORE,2050 COUNTY STREET,DIGHTON,"$383,359.25"
MENDOZA'S LIQUORS,1896 COUNTY ST,DIGHTON,"$403,862.75"
PLAISANCE CHECK CASHING,122 WASHINGTON ST,DORCHESTER,"$2,407.75"
CORNER SHOPPE,425 BOWDOIN STREET,DORCHESTER,"$9,062.00"
GLENWAY MARKET,90 GLENWAY ST,DORCHESTER,"$12,600.00"
CARING PHARMACY  2,2288 DORCHESTER AVE,DORCHESTER,"$21,511.75"
JEREMY'S MARKET,165 NEPONSET AVENUE,DORCHESTER,"$31,561.75"
FAMILIA GROCERY 2,693 DUDLEY STREET,DORCHESTER,"$34,283.00"
ODB LIQUORS II,1151 BLUE HILL AVE,DORCHESTER,"$37,304.00"
LAUNDRY LAND,1684 DORCHESTER AVE,DORCHESTER,"$44,689.25"
ALL AMERICAN WATER,1320 DORCHESTER AVE,DORCHESTER,"$45,197.25"
O'BRIEN'S MARKET,1660 DORCHESTER AVENUE,DORCHESTER,"$47,301.00"
MCKENNA'S CAFE,109 SAVIN HILL AVE,DORCHESTER,"$60,859.00"
EUROMART,808 DORCHESTER AVE,DORCHESTER,"$64,561.00"
ALL BRAND APPLIANCE PARTS,37 PARK ST,DORCHESTER,"$68,893.25"
QUINCY VARIETY,236 QUINCY ST,DORCHESTER,"$88,102.75"
TRI SEAFOOD RESTAURANT,1616 DORCHESTER AVENUE,DORCHESTER,"$89,284.75"
ASHLEYS BREAKFAST,260 BOWDOIN ST,DORCHESTER,"$96,679.75"
JONES HILL VARIETY,20 HANCOCK ST,DORCHESTER,"$104,751.25"
QUINCY MARKET,236 QUINCY ST,DORCHESTER,"$106,289.50"
CITGO MART,529 GENEVA AVE,DORCHESTER,"$119,095.25"
CRAWFORD DRUG STORE,1735 DORCHESTER AVE,DORCHESTER,"$120,801.00"
A L PRIME ENERGY,497 GALLIVAN BLVD,DORCHESTER,"$122,700.00"
BOSTON POLICE VFW POST 1018,500 MORTON ST,DORCHESTER,"$135,069.25"
P S GOURMET COFFEE,758 ADAMS ST,DORCHESTER,"$140,748.50"
EXPRESS GAS,1154 MORRISSEY BLVD,DORCHESTER,"$142,112.50"
AMERICA'S FOOD BASKET,576 WASHINGTON ST,DORCHESTER,"$145,338.00"
RITE AID 10150,1100 DORCHESTER AVE,DORCHESTER,"$146,897.75"
ALL CHECKS CASHED,595 WASHINGTON ST,DORCHESTER,"$157,657.25"
DOT CAFE,1459 DORCHESTER AVE,DORCHESTER,"$167,224.50"
D'BENNY MARKET,208 ADAMS ST,DORCHESTER,"$168,379.25"
GIBBS GAS STATION,1707 DORCHESTER AVE,DORCHESTER,"$184,072.00"
LYNNE'S LIQUOR,1445 DORCHESTER AVE,DORCHESTER,"$189,043.00"
EAGLE LIQUORS,936 DORCHESTER AVE,DORCHESTER,"$189,701.25"
SPEEDWAY #2430,874 DORCHESTER AVE,DORCHESTER,"$190,756.25"
SANDRA'S MARKET,342 BLUE HILL AVE,DORCHESTER,"$194,818.75"
HANCOCK STREET MARKET,95 HANCOCK ST,DORCHESTER,"$196,404.75"
PARK N GO,613 PARK STREET,DORCHESTER,"$204,053.50"
ADAMS VILLAGE,761 ADAMS STREET,DORCHESTER,"$206,733.50"
CAMILO LIQUORS II,735 DUDLEY ST,DORCHESTER,"$209,471.00"
MILLENNIUM STORE II,710 WASHINGTON ST,DORCHESTER,"$210,410.25"
OLD COLONY YACHT CLUB,235 VICTORY RD,DORCHESTER,"$211,268.50"
MR CONVENIENCE PLUS,646 BLUE HILL AVE UNIT 1,DORCHESTER,"$220,637.50"
DORCHESTER SUPREME LIQUOR,540 GALLIVAN BLVD #11,DORCHESTER,"$223,706.50"
QUICK EXCHANGE,485 A GENEVA AVE,DORCHESTER,"$225,424.75"
MORRISSEY BLVD SHELL,655 MORRISSEY BLVD,DORCHESTER,"$229,224.00"
FERNANDEZ LIQUORS III,81 HANCOCK ST,DORCHESTER,"$230,896.50"
SONNYS REST & LOUNGE,750-754 ADAMS ST,DORCHESTER,"$232,883.75"
HARP & BARD,1099 DORCHESTER AVE,DORCHESTER,"$236,906.00"
FLORIAN HALL,55 HALLET ST,DORCHESTER,"$240,946.25"
FULLERS MARKET,851 WASHINGTON ST,DORCHESTER,"$262,664.75"
BOSTON BOWL,820 MORRISSEY BLVD,DORCHESTER,"$263,627.50"
FERNANDEZ BROTHERS,600 BLUE HILL AVENUE,DORCHESTER,"$266,034.50"
WELLS LIQUOR MART,1772 DORCHESTER AVE,DORCHESTER,"$267,739.50"
BEST LIQUORS,1088 A DORCHESTER AVE,DORCHESTER,"$273,045.50"
LA BAGUETTE RESTAURANT,1229 DORCHESTER AVENUE,DORCHESTER,"$281,609.50"
AAA GROCERY,181 WASHINGTON STREET,DORCHESTER,"$288,173.75"
TROPIC FOOD MARKET,1007 BLUE HILL AVE,DORCHESTER,"$289,000.25"
ALVES MARKET,77 STOUGHTON ST,DORCHESTER,"$293,507.75"
ROSA LIQUORS INC,1568 DORCHESTER AVE,DORCHESTER,"$301,171.00"
DORCHESTER MARKET,951 DORCHESTER AVE,DORCHESTER,"$306,713.75"
GROVE HALL CONVENIENCE MARKET,479 BLUE HILL AVENUE,DORCHESTER,"$312,334.75"
BROTHER'S SUPER LIQUOR,740 BLUE HILL AVE,DORCHESTER,"$314,143.25"
FERNANDEZ LIQUORS #6,1151 BLUE HILL AVE,DORCHESTER,"$315,090.75"
TJS CONVENIENCE,80 WELLES AVENUE,DORCHESTER,"$316,507.00"
ALEX'S MARKET,322 TALBOT AVE,DORCHESTER,"$320,838.25"
ALEXANDER'S WINE & SPIRITS,755 GALLIVAN BLVD,DORCHESTER,"$329,422.25"
JAMES J RICE POST 28,33 ROMSEY ST,DORCHESTER,"$343,729.50"
ROSELEY MARKET,120 WASHINGTON ST,DORCHESTER,"$347,771.75"
O'BRIENS MARKET,1660 DORCHESTER AVE,DORCHESTER,"$380,707.50"
FERNANDEZ LIQUORS,562 BLUE HILL AVE,DORCHESTER,"$383,511.50"
KIMMY PHARMACY,1435 DORCHESTER AVE,DORCHESTER,"$385,002.50"
ANEY BANGLA GROCERY,542 WASHINGTON STREET,DORCHESTER,"$393,855.50"
COLUMBIA ROAD MARKET,387 COLUMBIA RD,DORCHESTER,"$396,174.75"
ALEX MARKET IV,466 TALBOT AVENUE,DORCHESTER,"$408,943.75"
HARBOR POINT LIQUORS,45  MORRISSEY BLVD,DORCHESTER,"$409,122.50"
TUFTS CONVENIENCE,149 STOUGHTON ST,DORCHESTER,"$409,193.25"
AVENUE LIQUORS,80 SAVIN HILL AVENUE,DORCHESTER,"$421,051.75"
HOLLYWOOD LIQUORS II,489 BLUE HILL AVE,DORCHESTER,"$426,650.00"
O'BRIEN'S LIQUOR,1911 DORCHESTER AVENUE,DORCHESTER,"$433,624.75"
FIRST CHOICE MARKET,185 HOWARD AVE,DORCHESTER,"$436,212.00"
CITGO GAS STATION,529 GENEVA AVE,DORCHESTER,"$437,785.00"
TOM ENGLISH'S BAR,957 DORCHESTER AVE,DORCHESTER,"$444,324.75"
JACKSON FOOD MART,728 DUDLEY ST,DORCHESTER,"$455,254.25"
TEDESCHI  #345,1886 DORCHESTER AVE,DORCHESTER,"$455,573.75"
POLISH AMERICAN CITIZENS CLUB,82-84 BOSTON STREET,DORCHESTER,"$460,154.50"
LA PARADA MEAT MARKET,561 DUDLEY ST,DORCHESTER,"$463,001.25"
NAS CONVENIENCE,111 ERIE STREET,DORCHESTER,"$467,541.50"
AMERICA'S FOOD BASKET,500 GENEVA AVE,DORCHESTER,"$468,558.75"
ROSA MARKET II,481 GENEVA AVE,DORCHESTER,"$479,376.25"
COMMUNITY CONVENIENCE STORE,44 NORFOLK STREET,DORCHESTER,"$484,188.00"
BLEND,1310 DORCHESTER AVE,DORCHESTER,"$492,347.50"
EL REGRESO MARKET,322 BLUE HILL AVENUE,DORCHESTER,"$497,988.75"
HAPPY SUPERMARKET,868 BLUE HILL AVE,DORCHESTER,"$504,081.50"
DORCHESTER MOBIL MART,783 BLUE HILL AVE,DORCHESTER,"$507,155.00"
MARIA MARKET,1760 DORCHESTER AVENUE,DORCHESTER,"$511,382.00"
MAXIM PHARMACY,1365 DORCHESTER AVE,DORCHESTER,"$512,415.50"
D MARKET,658 WASHINGTON STREET,DORCHESTER,"$520,863.50"
FRANKLIN LIQUORS & MARKET,208 COLUMBIA RD,DORCHESTER,"$523,713.25"
ROSAS FAMILY CONVENIENCE,696 BLUE HILL AVE,DORCHESTER,"$527,861.00"
ROSARIO GROCERY,760 WASHINGTON STREET,DORCHESTER,"$529,372.25"
ROSA SUPERMARKET,430 GENEVA AVE,DORCHESTER,"$541,549.25"
MORRISSEY BLVD WINES,711 MORRISSEY BLVD,DORCHESTER,"$550,888.50"
STOP N GAS,970 WASHINGTON ST,DORCHESTER,"$562,445.25"
BROTHERS SUPER MARKET,46 WASHINGTON ST,DORCHESTER,"$563,236.75"
TROPICAL GROCERY,67 HANCOCK ST,DORCHESTER,"$571,745.75"
EXPRESS STOP MARKET,124 HARVARD STREET,DORCHESTER,"$580,798.75"
BROWNS FOOD MARKET,559 DUDLEY STREET,DORCHESTER,"$585,682.25"
EDUARDO'S MARKET,302 NORFOLK ST,DORCHESTER,"$588,319.75"
LUCKY SUPERMARKET,1159 DORCHESTER AVE,DORCHESTER,"$588,709.00"
STAR MKT 4587,45 MORRISSEY BLVD,DORCHESTER,"$607,741.25"
GLENWAY MARKET,8A GLENWAY ST,DORCHESTER,"$610,765.50"
D J MARKET,120 BOSTON ST,DORCHESTER,"$612,601.25"
HAPPY SUPER MART,122 SEAVER ST,DORCHESTER,"$620,315.25"
CENTRAL CONVENIENCE,395 BOWDOIN STREET,DORCHESTER,"$623,282.50"
MASS FOOD MART,1732 DORCHESTER AVE,DORCHESTER,"$644,296.75"
LA BAMBA MARKET,1 LORNE ST,DORCHESTER,"$648,689.25"
CONVENIENT CORNER,1688 DORCHESTER AVE,DORCHESTER,"$649,321.50"
THE DOT,840 DORCHESTER AVE,DORCHESTER,"$652,958.50"
LAS AMERICAS MARKET,970 BLUE HILL AVE,DORCHESTER,"$656,277.75"
BOSTON LIQUOR DEPOT,861 WASHINGTON ST,DORCHESTER,"$664,164.25"
SPEEDWAY #2423,710 GALLIVAN BLVD,DORCHESTER,"$664,525.25"
PHU CUONG MARKET,1188 DORCHESTER AVE,DORCHESTER,"$682,981.50"
ASHMONT MARKET & LIQUORS,630-634 ADAMS ST,DORCHESTER,"$683,748.25"
GENEVA GROCERY,385 GENEVA AVE,DORCHESTER,"$686,372.00"
